VICTIM_ID,TYPE,CCR,DATE,TIME,HOUR,LOCATION,CENSUS_TRACT,NEIGHBORHOOD,ZONE,WEAPON,,MOTIVE,VICTIM_RACE,VICTIM_SEX,VICTIM_AGE,ACTOR_CT.
228,Homicide,,8/4/14,0220,2,PENFORT ST & ESSEN ST,2609,Northview Height,1,HANDGUN,Firearm,,BLACK,MALE,33,0
229,Homicide,,8/21/14,2207,22,7328 SUSQUEHANNA ST,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,18,0
230,Homicide,,8/22/14,1520,15,931 CHEROKEE ST,0506,Upper Hill,2,HANDGUN,Firearm,,BLACK,FEMALE,34,0
232,Homicide,,9/11/14,1502,15,4041 PERRYSVILLE AV,2602,Perry North,1,HANDGUN,Firearm,,BLACK,MALE,19,0
233,Homicide,,9/17/14,1757,17,7340 HERMITAGE ST,1302,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,47,0
234,Homicide,,9/21/14,2219,22,1417 N LANG AV,1301,Homewood North,5,RIFLE,Firearm,,BLACK,MALE,23,0
235,Homicide,,9/28/14,0404,4,213 RADCLIFFE ST,2017,Esplen,6,HANDGUN,Firearm,,BLACK,MALE,33,1
236,Homicide,,10/4/14,2143,21,5601 PENN AV,1115,East Liberty,5,HANDGUN,Firearm,,BLACK,MALE,18,1
238,Homicide,,10/8/14,0718,7,523 MORGAN ST,0501,Middle Hill,2,HANDGUN,Firearm,,BLACK,MALE,17,0
239,Homicide,,10/11/14,0829,8,612 HALE ST,1304,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,35,1
240,Homicide,,10/11/14,2108,21,W WARRINGTON AV & BOGGSTON AV,1809,Mount Washington,3,HANDGUN,Firearm,,BLACK,MALE,40,0
241,Homicide,,10/13/14,0656,6,11 BIRMINGHAM AV,2902,Carrick,3,HANDGUN,Firearm,,BLACK,MALE,29,0
242,Homicide,,10/13/14,1152,11,835 JOHNSTON AV,1504,Glen Hazel,4,HANDGUN,Firearm,,BLACK,MALE,22,0
243,Homicide,,10/14/14,1532,15,1026 LAKEWOOD ST,2020,Elliot,6,HANDGUN,Firearm,,BLACK,MALE,44,3
244,Homicide,,10/24/14,0142,1,134 STEUBEN ST,2019,West End,6,HANDGUN,Firearm,,BLACK,MALE,25,0
245,Homicide,,10/25/14,1123,11,3500 HOWLEY ST,0603,Lower Lawrenceville,2,HANDGUN,Firearm,,BLACK,MALE,34,1
246,Homicide,,11/17/14,0020,0,2758 GLEN MAWR ST,2018,Sheraden,6,HANDGUN,Firearm,,BLACK,MALE,17,0
247,Homicide,,11/17/14,0813,8,2766 ZEPHYR AV,2018,Sheraden,6,HANDGUN,Firearm,,BLACK,MALE,18,0
248,Homicide,,12/1/14,1330,13,1346 MANNING ST,1203,Lincoln-Lemington-Belmar,5,HANDGUN,Firearm,,BLACK,MALE,26,0
250,Homicide,,12/9/14,1729,17,950 WOODLOW ST,2814,Crafton Heights,6,HANDGUN,Firearm,,BLACK,MALE,22,0
251,Homicide,,12/13/14,2149,21,610 SINGER PL,1306,East Hills,5,HANDGUN,Firearm,,BLACK,MALE,18,0
252,Homicide,,12/13/14,0737,7,924 TAFT AV,1809,Beltzhoover,3,HANDGUN,Firearm,,BLACK,MALE,22,0
253,Homicide,,12/16/14,2300,23,1504 LINCOLN AV,1202,Lincoln-Lemington-Belmar,5,HANDGUN,Firearm,,BLACK,MALE,32,0
254,Homicide,,12/17/14,1457,14,4801 STANTON AV,1018,Stanton Heights,5,HANDGUN,Firearm,,BLACK,MALE,20,0
255,Homicide,,12/24/14,1141,11,N MURTLAND ST & FELICIA WY,1207,Homewood West,5,HANDGUN,Firearm,,BLACK,MALE,23,2
256,Homicide,,12/27/14,0618,6,132 DOVE WY,3001,Knoxville,3,HANDGUN,Firearm,,BLACK,FEMALE,43,0
257,Homicide,,1/2/15,1444,14,MANHATTAN ST & PENNSYLVANIA AV,2107,Manchester,1,HANDGUN,Firearm,RETALIATION,BLACK,MALE,19,0
258,Homicide,,1/4/15,0127,1,3204 MCCLURE AV,2703,Marshall-Shadeland,1,HANDGUN,Firearm,UNINTENDED TARGET,BLACK,MALE,22,1
260,Homicide,,1/20/15,1202,12,7201 FRANKSTOWN AV,1302,Homewood North,5,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,53,0
261,Homicide,,1/29/15,1358,13,230 N CRAIG ST,0507,North Oakland,4,HANDGUN,Firearm,DOMESTIC,ASIAN,FEMALE,26,1
262,Homicide,,1/29/15,0300,3,HABERMAN AV & INDUSTRY ST,1809,Beltzhoover,3,HANDGUN,Firearm,DISPUTE / GANG,BLACK,MALE,23,0
263,Homicide,,2/16/15,2352,23,7232 HAMILTON AV,1303,Homewood South,5,HANDGUN,Firearm,FIGHT,BLACK,MALE,24,4
264,Homicide,,3/3/15,1919,19,N LANG AV & UPLAND ST,1301,Homewood North,5,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,23,0
265,Homicide,,3/21/15,0325,3,19 COURTRIGHT ST,2715,Marshall-Shadeland,1,HANDGUN,Firearm,ACCIDENTAL DISCHARGE,BLACK,FEMALE,25,1
266,Homicide,,4/5/15,1720,17,DINWIDDIE ST & WICK ST,0305,Crawford-Roberts,2,HANDGUN,Firearm,DISPUTE / GANG,BLACK,MALE,20,0
267,Homicide,,4/21/15,2114,21,2404 WEBSTER AV,0501,Middle Hill,2,HANDGUN,Firearm,RETALIATION,BLACK,MALE,35,0
268,Homicide,,4/22/15,2111,21,3236 WARD ST,0409,South Oakland,4,HANDGUN,Firearm,ROBBERY,BLACK,MALE,21,0
269,Homicide,,4/24/15,2059,20,1309 COLUMBUS AV,2107,Manchester,1,HANDGUN,Firearm,RETALIATION,BLACK,MALE,30,1
272,Homicide,,5/10/15,1856,18,531 COLLINS AV,1113,East Liberty,5,HANDGUN,Firearm,FIGHT,BLACK,MALE,26,1
273,Homicide,,5/15/15,2153,21,7115 IDLEWILD ST,1302,Homewood North,5,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,32,0
274,Homicide,,5/17/15,0032,0,2266 WILNER DR,1306,East Hills,5,HANDGUN,Firearm,DISPUTE / GANG,BLACK,MALE,14,0
275,Homicide,,6/2/15,0107,1,7919 INGLENOOK PL,1304,Homewood South,5,HANDGUN,Firearm,DISPUTE / GANG,BLACK,MALE,20,0
276,Homicide,,6/23/15,0100,1,2114 KOERNER ST,2614,Perry South,1,HANDGUN,Firearm,ARGUMENT,BLACK,MALE,34,0
277,Homicide,,7/3/15,2125,21,8 HERNDON CT,1115,Elliot,6,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,24,0
278,Homicide,,7/16/15,0046,0,278 LOMBARD ST,0305,Crawford-Roberts,2,HANDGUN,Firearm,REVENGE / DRUGS,BLACK,MALE,20,0
279,Homicide,,7/18/15,0319,3,6881 FRANKSTOWN AV,1207,Homewood West,5,HANDGUN,Firearm,ARGUMENT,BLACK,MALE,31,0
280,Homicide,,7/19/15,0555,5,947 FORDHAM ST,1918,Brookline,6,HANDGUN,Firearm,DOMESTIC,WHITE,FEMALE,25,1
281,Homicide,,7/19/15,2200,22,SORENTO ST & MINNOTT ST,2715,Marshall-Shadeland,1,HANDGUN,Firearm,REVENGE FOR ROBBERY,BLACK,MALE,17,0
282,Homicide,,7/25/15,1755,17,2600 STAYTON ST,2704,Marshall-Shadeland,1,HANDGUN,Firearm,ROBBERY,BLACK,MALE,44,2
283,Homicide,,7/28/15,2014,20,ANTRIM ST & RICHARDSON AV,2703,Brighton Heights,1,HANDGUN,Firearm,RETALIATION,BLACK,FEMALE,27,0
284,Homicide,,7/30/15,2211,22,799 WOODLOW ST,2814,Crafton Heights,6,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,41,0
285,Homicide,,8/13/15,0002,0,2411 BEDFORD AV,0509,Bedford Dwellings,2,HANDGUN,Firearm,RETALIATION,BLACK,MALE,26,0
286,Homicide,,8/15/15,2153,21,416 W PROSPECT AV,2808,Fairywood,6,HANDGUN,Firearm,RETALIATION,BLACK,MALE,19,0
287,Homicide,,8/19/15,1716,17,1831 FAHNESTOCK ST,1306,East Hills,5,HANDGUN,Firearm,ROBBERY,BLACK,MALE,22,1
288,Homicide,,8/22/15,2328,23,300 HALKETT ST,0409,South Oakland,4,HANDGUN,Firearm,POSS. ACCIDENTAL,BLACK,MALE,19,1
289,Homicide,,8/23/15,0130,1,242 CHESTER AV,2614,Perry South,1,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,31,0
290,Homicide,,9/1/15,1700,17,1610 SANDUSKY CT,2509,Fineview,1,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,1,1
291,Homicide,,9/4/15,1632,16,2 IPSWICH CT,1115,East Liberty,5,HANDGUN,Firearm,RETALIATION,BLACK,MALE,14,0
292,Homicide,,9/6/15,2157,21,WEBSTER AV & MCNEIL PL,0506,Upper Hill,2,HANDGUN,Firearm,RETALIATION,BLACK,MALE,20,0
293,Homicide,,9/10/15,2241,22,516 BROWNSVILLE RD,3001,Knoxville,3,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,15,4
294,Homicide,,9/11/15,1450,14,BRIGHTON RD & INGHAM ST,2704,Perry South,1,HANDGUN,Firearm,DRUG RELATED,WHITE,MALE,25,1
295,Homicide,,9/11/15,1450,14,BRIGHTON RD & INGHAM ST,2704,Perry South,1,HANDGUN,Firearm,DRUG RELATED,WHITE,MALE,28,1
297,Homicide,,9/17/15,0055,0,3340 1/2 WEBSTER AV,0506,Upper Hill,2,HANDGUN,Firearm,RETALIATION,BLACK,MALE,31,1
298,Homicide,,9/19/15,0723,7,ASTEROID WY & LOYAL WY,1803,Allentown,3,HANDGUN,Firearm,POSS ROBBERY,BLACK,MALE,33,0
299,Homicide,,10/11/15,0031,0,2822 ARLINGTON AV,1603,Arlington,3,HANDGUN,Firearm,DRUGS,WHITE,MALE,28,0
300,Homicide,,10/12/15,2221,22,339 KAMBACH ST,1807,Mount Washington,3,HANDGUN,Firearm,DRUGS,BLACK,MALE,35,1
301,Homicide,,10/26/15,0002,0,1400 5TH AV,0103,Bluff,2,HANDGUN,Firearm,,BLACK,MALE,28,0
304,Homicide,,11/16/15,2112,21,1439 CHICAGO ST,2609,Northview Height,1,HANDGUN,Firearm,ROBBERY,BLACK,MALE,23,1
305,Homicide,,11/19/15,0830,8,5040 AMPERE ST,1515,Hazelwood,4,HANDGUN,Firearm,,BLACK,MALE,52,0
307,Homicide,,12/14/15,0004,0,1064 BRUSHTON AV,1302,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,19,0
308,Homicide,,12/14/15,0004,0,1064 BRUSHTON AV,1302,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,21,0
309,Homicide,,12/21/15,0008,0,256 S MATHILDA ST,0809,Bloomfield,5,HANDGUN,Firearm,,BLACK,MALE,16,0
310,Homicide,,12/21/15,0008,0,256 S MATHILDA ST,0809,Bloomfield,5,HANDGUN,Firearm,,BLACK,FEMALE,20,0
311,Homicide,,12/21/15,0008,0,256 S MATHILDA ST,0809,Bloomfield,5,HANDGUN,Firearm,,BLACK,MALE,25,0
312,Homicide,,12/24/15,1142,11,4917 BROAD ST,1017,Garfield,5,HANDGUN,Firearm,,BLACK,MALE,18,0
313,Homicide,,1/10/16,1435,14,Universal & Fairdale,,Sheraden,6,Gun,Firearm,Robbery,BLACK,MALE,25,2
314,Homicide,,1/19/16,2249,22,143 Southern Av,,Mount Washington,3,Gun,Firearm,Robbery,BLACK,MALE,39,0
315,Homicide,,1/20/16,2346,23,4046 Windgap Av,,Esplen,6,Gun,Firearm,Robbery,BLACK,MALE,29,0
316,Homicide,,1/20/16,2346,23,4046 Windgap Av,,Esplen,6,Gun,Firearm,Robbery,BLACK,MALE,24,0
317,Homicide,,1/21/16,1748,17,3920 Vinceton St,,Perry North,1,Gun,Firearm,Robbery,WHITE,MALE,23,1
319,Homicide,,2/3/16,1435,14,7205 Frankstown Av,,Homewood North,5,Gun,Firearm,,BLACK,MALE,27,0
320,Homicide,,2/15/16,1340,13,28 Waldorf St,,Perry North,1,Gun,Firearm,Poss Drug Deal,BLACK,MALE,19,0
326,Homicide,,3/5/16,1949,19,608 Chautauqua St,,Perry South,1,Gun,Firearm,Drug Deal,BLACK,MALE,53,0
327,Homicide,,3/14/16,1820,18,1106 Wheeler St,,Homewood North,5,Gun,Firearm,,BLACK,MALE,23,1
328,Homicide,,3/24/16,1920,19,Buffington Av & Frampton Av,,Beltzhoover,3,Gun,Firearm,,BLACK,MALE,21,2
329,Homicide,,4/1/16,0931,9,Hernderson St & Sandusky Ct,,Fineview,1,Gun,Firearm,,BLACK,MALE,27,1
330,Homicide,,4/6/16,1335,13,3143 Shadeland Av,,Marshall-Shadeland,1,Gun,Firearm,,ASIAN,MALE,29,1
331,Homicide,,4/14/16,2351,23,304 E Warrington Av,,Beltzhoover,3,Gun,Firearm,,BLACK,MALE,27,0
332,Homicide,,4/26/16,2214,22,3231 Gorman Wy,,South Oakland,4,Gun,Firearm,Home Invasion,BLACK,MALE,42,0
333,Homicide,,5/1/16,1853,18,18 Divinity St,,Perry South,1,Gun,Firearm,,BLACK,MALE,19,0
334,Homicide,,5/1/16,1853,18,18 Divinity St,,Perry South,1,Gun,Firearm,,BLACK,FEMALE,20,0
335,Homicide,,5/24/16,2309,23,1320 Steuben St,,Crafton Heights,6,Gun,Firearm,Home Invasion,BLACK,MALE,40,0
336,Homicide,,5/27/16,1237,12,702 Harker St,,Elliot,6,Gun,Firearm,,WHITE,MALE,35,1
337,Homicide,,5/28/16,1306,13,5010 Friendship Av,,Bloomfield,5,Gun,Firearm,murder - suicide,WHITE,FEMALE,70,1
338,Homicide,,6/3/16,0448,4,Rt 65 near McKees Rocks Br,,Marshall-Shadeland,1,Gun,Firearm,,BLACK,MALE,26,0
339,Homicide,,6/3/16,0448,4,Rt 65 near McKees Rocks Br,,Marshall-Shadeland,1,Gun,Firearm,,BLACK,MALE,24,0
341,Homicide,,6/7/16,2355,23,270 Kennedy Av,,Perry South,1,Gun,Firearm,,BLACK,MALE,37,1
342,Homicide,,6/26/16,0450,4,Mohawk St & Beelen St,,West Oakland,4,Gun,Firearm,,BLACK,MALE,29,1
,Non-fatal Shooting,10000009,1/1/10,,0,5300  Cornwall ,,Garfield,5,,Firearm,,,,,
,Non-fatal Shooting,10000556,1/1/10,,14,6908  Apple AV,,Lincoln Lemington Belmar,5,,Firearm,,,,,
,Non-fatal Shooting,10006751,1/9/10,,13,854  Brightridge ST,,Perry South,1,,Firearm,,,,,
,Non-fatal Shooting,10007258,1/10/10,,0, Sterrett ST &  Idlewild ST,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,10007592,1/10/10,,14, Penn AV & S Evaline ST,,Bloomfield,5,,Firearm,,,,,
,Non-fatal Shooting,10007780,1/10/10,,18, California AV &  Woodland AV,,Marshall Shadeland,1,,Firearm,,,,,
,Non-fatal Shooting,10008227,1/11/10,,12,830  Bay Ridge AV,,Brookline,6,,Firearm,,,,,
,Non-fatal Shooting,10008820,1/12/10,,2,105  W. McIntyre AV,,Perry South,1,,Firearm,,,,,
,Non-fatal Shooting,10012160,1/15/10,,15, Fulton ST &  Juniata ST,,Manchester,1,,Firearm
,Non-fatal Shooting,10014324,1/18/10,,14,7100  Gladefield ST,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,10014546,1/18/10,,19,170  Reed Roberts PL,,Middle Hill,2,,Firearm
,Non-fatal Shooting,10014804,1/19/10,,2, Perrysville AV & N Charles ST,,Perry South,1,,Firearm
,Non-fatal Shooting,10019556,1/19/10,,19, Frankstown AV &  Collier ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10015603,1/20/10,,2,1919  Mountford AV,,Fineview,1,,Firearm
,Non-fatal Shooting,10020642,1/25/10,,22, Sorrento ST &  Minnot ST,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,10023604,1/29/10,,17,303  Winston ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,10024107,1/30/10,,5, N Braddock AV &  Tioga ST,,Homewood South,5,,Firearm
,Non-fatal Shooting,10024319,1/30/10,,13,2330  East Hills DR,,East Hills,5,,Firearm
,Non-fatal Shooting,10024633,1/30/10,,20, Brighton RD &  Viruth ST,,Brighton Heights,1,,Firearm
,Non-fatal Shooting,10026267,2/1/10,,22, Lowell ST &  Rapidan WY,,Larimer,5,,Firearm
,Non-fatal Shooting,10028711,2/4/10,,20,3464  St. James ,,Central Oakland,4,,Firearm
,Non-fatal Shooting,10033377,2/9/10,,20,1513  Crucible ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,10033693,2/10/10,,10,245  Alice ST,,Knoxville,3,,Firearm
,Non-fatal Shooting,10035221,2/12/10,,2,515 N Braddock AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,10037768,2/15/10,,0,2852  Penn AV,,Strip District,2,,Firearm
,Non-fatal Shooting,10039333,2/16/10,,23, Camp ST &  Cherokee ST,,Upper Hill,2,,Firearm
,Non-fatal Shooting,10042404,2/20/10,,12,7151  Idlewild ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10042928,2/20/10,,22,5546  Jackson ST,,Highland Park,5,,Firearm
,Non-fatal Shooting,10043253,2/21/10,,4, Manchester  &   ,,Chateau,1,,Firearm
,Non-fatal Shooting,10043886,2/22/10,,9,150  Violet WY,,West End,6,,Firearm
,Non-fatal Shooting,10047780,2/26/10,,23,302  Walcott ST,,Esplen,6,,Firearm
,Non-fatal Shooting,10048729,2/28/10,,3,1500  5TH AV,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,10051227,3/3/10,,13,2124  Bentley DR,,Terrace Village,2,,Firearm
,Non-fatal Shooting,10051683,3/4/10,,1,214 S Highland AV,,Shadyside,4,,Firearm
,Non-fatal Shooting,10057193,3/10/10,,19, Rose ST &  Heldman ST,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,10059832,3/13/10,,17,3123  Cordell PL,,Arlington Heights,3,,Firearm
,Non-fatal Shooting,10060799,3/14/10,,19,5628  Rippey ST,,East Liberty,5,,Firearm
,Non-fatal Shooting,10063423,3/17/10,,19, Keystone ST &   ,,Upper Lawrenceville,2,,Firearm
,Non-fatal Shooting,10065364,3/19/10,,22, Bedford AV &  Watt LANE,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,10066541,3/21/10,,3,6525  Hamilton AV,,Larimer,5,,Firearm
,Non-fatal Shooting,10069752,3/24/10,,23,1008  Chartiers AV,,Elliott,6,,Firearm
,Non-fatal Shooting,10074815,3/30/10,,22, Wiltsie ST &   ,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,10075805,3/31/10,,23,1614  Sandusky CT,,Fineview,1,,Firearm
,Non-fatal Shooting,10079111,4/2/10,,22, Liberty AV &  Stanwix ST,,Central Business District,2,,Firearm
,Non-fatal Shooting,10078934,4/3/10,,22,537  Lovelace ST,,Elliott,6,,Firearm
,Non-fatal Shooting,10079120,4/4/10,,2,255  East Ohio ST,,Allegheny Center,1,,Firearm
,Non-fatal Shooting,10080366,4/5/10,,17,757  Gallion AV,,Brookline,6,,Firearm
,Non-fatal Shooting,10082885,4/8/10,,4, Sterrett ST &  Frankstown AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,10084377,4/9/10,,17,819  Brushton AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,10091774,4/17/10,,9, East Hills DR &   ,,East Hills,5,,Firearm
,Non-fatal Shooting,10092197,4/17/10,,21, Merwyn City Steps  &   ,,Sheraden,6,,Firearm
,Non-fatal Shooting,10092307,4/18/10,,0,2513  Transport ST,,Overbrook,3,,Firearm
,Non-fatal Shooting,10093576,4/19/10,,15, Heldman ST &  Reed ST,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,10095354,4/21/10,,14,6413  Shetland ST,,Larimer,5,,Firearm
,Non-fatal Shooting,10095852,4/21/10,,23,1728  Belleau DR,,Fineview,1,,Firearm
,Non-fatal Shooting,10097742,4/23/10,,20,1218  Nolan CT,,Homewood North,5,,Firearm
,Non-fatal Shooting,10102342,4/29/10,,0, Orion ST &  Carnak ST,,Upper Hill,2,,Firearm
,Non-fatal Shooting,10104474,5/1/10,,1,3057  Penn AV,,Strip District,2,,Firearm
,Non-fatal Shooting,10107143,5/3/10,,22,3032  Merwyn AV,,Sheraden,6,,Firearm
,Non-fatal Shooting,10109132,5/5/10,,23,2222  East Hills DR,,East Hills,5,,Firearm
,Non-fatal Shooting,10109732,5/6/10,,15,318  Winston ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,10116340,5/14/10,,0,500  Brushton AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,10116404,5/14/10,,1, Tokay ST &  Bennett ST,,East Hills,5,,Firearm
,Non-fatal Shooting,10118152,5/15/10,,20,5100  Lytle ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,10118370,5/16/10,,0,101  Amanda AV,,Allentown,3,,Firearm
,Non-fatal Shooting,10120836,5/18/10,,19,3024  Merwyn AV,,Sheraden,6,,Firearm
,Non-fatal Shooting,10121996,5/20/10,,1, ASHLYN ST &   ,,Sheraden,6,,Firearm
,Non-fatal Shooting,10123945,5/22/10,,0,1400  Locust ST,,Bluff,2,,Firearm
,Non-fatal Shooting,10124809,5/22/10,,23,941  Woodlow ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,10125267,5/23/10,,12, Mt Pleasant RD &  Chicago ST,,Northview Heights,1,,Firearm
,Non-fatal Shooting,10125895,5/24/10,,3,1601  Penn AV,,Strip District,2,,Firearm
,Non-fatal Shooting,10126131,5/24/10,,12, Mohler ST &  Monticello ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10127426,5/25/10,,18,6250  Auburn ST,,Larimer,5,,Firearm
,Non-fatal Shooting,10128342,5/26/10,,15,2631  Linwood AV,,Perry South,1,,Firearm
,Non-fatal Shooting,10128848,5/27/10,,0,538.5 N Murtland ST,,Homewood West,5,,Firearm
,Non-fatal Shooting,10129360,5/27/10,,14,7215  Hermitage ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10131923,5/29/10,,22,2171  Elmore SQ,,Terrace Village,2,,Firearm
,Non-fatal Shooting,10135120,6/2/10,,15,425  Climax ST,,Beltzhoover,3,,Firearm
,Non-fatal Shooting,10135701,6/3/10,,2,2733  Patterson ST,,South Side Slopes,3,,Firearm
,Non-fatal Shooting,10136602,6/3/10,,23,9  Blanford CT,,East Liberty,5,,Firearm
,Non-fatal Shooting,10139499,6/6/10,,21,7222  Everton ST,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,10139637,6/7/10,,0,1723  Belleau DR,,Fineview,1,,Firearm
,Non-fatal Shooting,10140312,6/7/10,,18,975  Maple CT,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,10140489,6/7/10,,22, Lorenz AV &  Fredonia ST,,Elliott,6,,Firearm
,Non-fatal Shooting,10147356,6/15/10,,1,7101  Frankstown AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,10147676,6/15/10,,14, Zara ST &  Ibis WY,,Knoxville,3,,Firearm
,Non-fatal Shooting,10147856,6/15/10,,17,600 E Warrington AV,,Allentown,3,,Firearm
,Non-fatal Shooting,10148044,6/15/10,,20,511  Junilla ST,,Middle Hill,2,,Firearm
,Non-fatal Shooting,10149893,6/17/10,,16,1100 N Murtland ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10151607,6/19/10,,3,351  Stanhope ST,,Esplen,6,,Firearm
,Non-fatal Shooting,10152041,6/19/10,,17,7006  Monticello ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10154305,6/22/10,,1,2400  Chauncey DR,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,10156750,6/23/10,,1,541  Brushton AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,10157123,6/24/10,,21,7125  Churchland ST,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,10157223,6/24/10,,23, Wilson AV &  Perrysville AV,,Perry South,1,,Firearm
,Non-fatal Shooting,10158523,6/26/10,,3,2100  Park Hill DR,,East Hills,5,,Firearm
,Non-fatal Shooting,10160778,6/28/10,,19,1125  Sutherland ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,10161495,6/28/10,,21,1600  Brighton PL,,California Kirkbride,1,,Firearm
,Non-fatal Shooting,10161700,6/29/10,,18,2800  Shadeland AV,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,10166065,7/3/10,,23, 1st ST &  Wood ST,,Central Business District,2,,Firearm
,Non-fatal Shooting,10167277,7/5/10,,4,N Lang AV &  Hermitage ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10170720,7/8/10,,18, Fulton ST &  Juniata ST,,Manchester,1,,Firearm
,Non-fatal Shooting,10171003,7/8/10,,22, Frankstown AV &  Oakwood ST,,Shadyside,4,,Firearm
,Non-fatal Shooting,10172116,7/10/10,,1,2277  Somers DR,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,10173473,7/11/10,,13,2265  Bedford AV,,Middle Hill,2,,Firearm
,Non-fatal Shooting,10177067,7/15/10,,16,1901  Murray AV,,Squirrel Hill South,4,,Firearm
,Non-fatal Shooting,10179589,7/18/10,,4, Wheeler ST &  Frankstown AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,10180081,7/18/10,,19,1700  Belleau DR,,Fineview,1,,Firearm
,Non-fatal Shooting,10181873,7/20/10,,21,500  Sickles ST,,East Hills,5,,Firearm
,Non-fatal Shooting,10186520,7/25/10,,20,2115  Park Hill DR,,East Hills,5,,Firearm
,Non-fatal Shooting,10188521,7/28/10,,1,3800  East ST,,Perry North,1,,Firearm
,Non-fatal Shooting,10188577,7/28/10,,3,7061  Forest WY,,Homewood North,5,,Firearm
,Non-fatal Shooting,10194086,8/2/10,,22,N Homewood AV &  Idlewild ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10195974,8/4/10,,21,7200  Frankstown AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,10197099,8/6/10,,2,2028  Grove ST,,Terrace Village,2,,Firearm
,Non-fatal Shooting,10197900,8/6/10,,21,660  First AV,,Terrace Village,2,,Firearm
,Non-fatal Shooting,10201168,8/10/10,,20,2151  Elmore SQ,,Terrace Village,2,,Firearm
,Non-fatal Shooting,10202038,8/12/10,,0,601  Sheraden BL,,Sheraden,6,,Firearm
,Non-fatal Shooting,10202060,8/12/10,,0,2175  Bentley DR,,Central Business District,2,,Firearm
,Non-fatal Shooting,10204524,8/15/10,,12,1039  Woods Run AV,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,10204596,8/15/10,,15,500 N Lang AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,10205487,8/16/10,,23,2523  Chauncey DR,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,10205581,8/17/10,,2,2023  Eggers ST,,Troy Hill,1,,Firearm
,Non-fatal Shooting,10206316,8/18/10,,1,2411  Park Hill DR,,East Hills,5,,Firearm
,Non-fatal Shooting,10206886,8/18/10,,18, Hays ST &  Ormsby AV,,Outside City,OSC,,Firearm
,Non-fatal Shooting,10207889,8/20/10,,3, Brighton RD &  Woods Run AV,,Brighton Heights,1,,Firearm
,Non-fatal Shooting,10210406,8/23/10,,15, Essen ST &  Sunset AV,,Northview Heights,1,,Firearm
,Non-fatal Shooting,10210692,8/23/10,,22,7200  Kedron ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,10212955,8/26/10,,21,1217  Juniata ST,,Manchester,1,,Firearm
,Non-fatal Shooting,10212988,8/26/10,,22, Webster AV &  Kirkpatrick ST,,Middle Hill,2,,Firearm
