VICTIM_ID,TYPE,CCR,DATE,TIME,HOUR,LOCATION,bing_type,bing_confidence,bing_latitude,combined_latitude,hand_latitude,bing_longitude,combined_longitude,hand_longitude,,mapquest_type,mapquest_class,mapquest_latitude,mapquest_longitude,CENSUS_TRACT,NEIGHBORHOOD,ZONE,WEAPON,,MOTIVE,VICTIM_RACE,VICTIM_SEX,VICTIM_AGE,ACTOR_CT.
137,Homicide,,11/29/12,2137,21,4741 BUTLER ST,Address,High,40.47524261,40.47524261,,-79.9580307,-79.9580307,,,house,place,40.475096,-79.95779516,901,Central Lawrenceville,2,HANDGUN,Firearm,,BLACK,MALE,25,0
138,Homicide,,12/7/12,2006,20,2129 RHINE ST,Address,High,40.46704262,40.46704262,,-79.99447726,-79.99447726,,,house,place,40.466489,-79.994039,2620,Spring Hill-City View,1,HANDGUN,Firearm,,BLACK,MALE,38,0
139,Homicide,,1/1/13,2010,20,528 LOWELL ST,Address,High,40.46292496,40.46292496,,-79.90956879,-79.90956879,,,house,place,40.46290209,-79.90986438,1204,Larimer,5,HANDGUN,Firearm,,BLACK,FEMALE,33,1
140,Homicide,,1/10/13,1916,19,CLIMAX ST & BELTZHOOVER AV,RoadIntersection,High,40.42000003,40.42000003,,-79.99735996,-79.99735996,,,,,,,1803,Beltzhoover,3,HANDGUN,Firearm,,BLACK,MALE,16,2
141,Homicide,,1/14/13,1,0,322 N NEGLEY AV,Address,High,40.46613805,40.46613805,,-79.92902264,-79.92902264,,,house,place,40.4658622,-79.92912933,1115,East Liberty,5,HANDGUN,Firearm,,WHITE,MALE,37,1
142,Homicide,,1/23/13,1808,18,5324 BROWN WY,Address,High,40.466789,40.466789,,-79.937202,-79.937202,,,service,highway,40.4669798,-79.9379342,1017,Garfield,5,HANDGUN,Firearm,,BLACK,MALE,27,0
143,Homicide,,2/4/13,736,7,HAMILTON AV & STERRETT ST,RoadIntersection,High,40.4541003,40.4541003,,-79.89523016,-79.89523016,,,,,,,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,32,0
145,Homicide,,2/23/13,241,2,ENTERPRISE ST & TANGENT WY,RoadIntersection,High,40.46002999,40.46002999,,-79.9139902,-79.9139902,,,,,,,1208,Larimer,5,HANDGUN,Firearm,,BLACK,MALE,26,0
146,Homicide,,2/24/13,1704,17,5114 COLUMBO ST,Address,High,40.4699602,40.4699602,,-79.94037442,-79.94037442,,,house,place,40.47006815,-79.94023688,1016,Garfield,5,RIFLE,Firearm,,BLACK,MALE,25,1
147,Homicide,,2/28/13,137,1,E WARRINGTON AV & VINCENT ST,RoadIntersection,High,40.42106017,40.42106017,,-80.00148989,-80.00148989,,,,,,,1809,Beltzhoover,3,HANDGUN,Firearm,,BLACK,FEMALE,28,2
148,Homicide,,3/6/13,1638,16,5506 PENN AV,Address,High,40.46398893,40.46398893,,-79.9322252,-79.9322252,,,hairdresser,shop,40.46382955,-79.93222834,807,Friendship,5,HANDGUN,Firearm,,BLACK,MALE,24,0
150,Homicide,,3/30/13,338,3,3060 CHARTIERS AV,Address,High,40.45386505,40.45386505,,-80.06056213,-80.06056213,,,house,place,40.45387771,-80.06028841,2022,Sheraden,6,HANDGUN,Firearm,,BLACK,MALE,21,3
152,Homicide,,4/11/13,1455,14,586 OAKWOOD ST,Address,High,40.45155716,40.45155716,,-79.88425446,-79.88425446,,,house,place,40.45149795,-79.88457555,1306,East Hills,5,HANDGUN,Firearm,,BLACK,MALE,41,1
154,Homicide,,4/28/13,1829,18,4741 MONONGAHELA AV,Address,High,40.41255569,40.41255569,,-79.94293976,-79.94293976,,,,,,,1501,Hazelwood,4,HANDGUN,Firearm,,BLACK,MALE,21,0
156,Homicide,,5/10/13,1216,12,4617 CARLTON ST,Address,High,40.47143173,40.47143173,,-79.95581818,-79.95581818,,,house,place,40.47109849,-79.95592749,902,Central Lawrenceville,2,HANDGUN,Firearm,,WHITE,FEMALE,44,1
157,Homicide,,5/11/13,2355,23,2154 WHITE HILL DR,Address,High,40.44852398,40.44852398,,-79.97988939,-79.97988939,,,residential,highway,40.4486742,-79.9797265,509,Bedford Dwellings,2,HANDGUN,Firearm,,BLACK,MALE,17,0
158,Homicide,,5/17/13,425,4,108 ZARA ST,Address,High,40.41579819,40.41579819,,-79.98848724,-79.98848724,,,house,place,40.415822,-79.988436,3001,Knoxville,3,HANDGUN,Firearm,,BLACK,MALE,54,2
159,Homicide,,5/21/13,1932,19,2340 EAST HILLS DR,Address,High,40.45539044,40.45539044,,-79.87089649,-79.87089649,,,house,place,40.45559455,-79.87080416,1306,East Hills,5,HANDGUN,Firearm,,BLACK,MALE,1,0
160,Homicide,,7/2/13,120,1,318 WINSTON ST,Address,High,40.40500259,40.40500259,,-79.93836975,-79.93836975,,,house,place,40.40508055,-79.93895331,1504,Hazelwood,4,HANDGUN,Firearm,,BLACK,MALE,20,0
161,Homicide,,7/7/13,138,1,NOBLES LN & DENISE ST,RoadIntersection,High,40.39726577,40.39726577,,-79.99774255,-79.99774255,,,,,,,2901,Carrick,3,HANDGUN,Firearm,,BLACK,MALE,36,0
162,Homicide,,7/13/13,1130,11,600 WANDLESS ST,Address,High,40.45051351,40.45051351,,-79.96641129,-79.96641129,,,residential,highway,40.4518753,-79.9671768,501,Middle Hill,2,HANDGUN,Firearm,,BLACK,MALE,23,0
163,Homicide,,7/16/13,1755,17,1000 HALLAM ST,Address,High,40.45599729,40.45599729,,-79.8823113,-79.8823113,,,house,place,40.455991,-79.882261,1301,Homewood North,5,HANDGUN,Firearm,,BLACK,FEMALE,30,0
164,Homicide,,7/16/13,1243,12,7025 KEDRON ST,Address,High,40.46181567,40.46181567,,-79.89912607,-79.89912607,,,house,place,40.46184265,-79.89911681,1301,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,39,0
165,Homicide,,7/28/13,232,2,722 IDLEWOOD AV,Address,High,40.41512299,40.41512299,,-80.07563782,-80.07563782,,,residential,highway,40.416369,-80.0743888,2805,East Carnegie,6,HANDGUN,Firearm,,BLACK,MALE,45,1
166,Homicide,,7/31/13,1821,18,2103 PARK HILL DR,Address,High,40.45254998,40.45254998,,-79.87393007,-79.87393007,,,house,place,40.4526919,-79.87422522,1306,East Hills,5,HANDGUN,Firearm,,BLACK,MALE,24,1
167,Homicide,,8/1/13,1328,13,1401 N MURTLAND ST,Address,High,40.46266174,40.46266174,,-79.89968872,-79.89968872,,,house,place,40.462679,-79.899602,1207,Homewood West,5,HANDGUN,Firearm,,BLACK,MALE,36,0
168,Homicide,,8/3/13,327,3,3907 FORBES AV,Address,High,40.44215776,40.44215776,,-79.95623164,-79.95623164,,,primary,highway,40.4395608,-79.8994473,403,North Oakland,4,HANDGUN,Firearm,,WHITE,MALE,24,1
169,Homicide,,8/11/13,300,3,434 SYLVANIA AV,Address,High,40.41722488,40.41722488,,-79.99901581,-79.99901581,,,house,place,40.41735718,-79.99910688,1809,Beltzhoover,3,HANDGUN,Firearm,,BLACK,MALE,34,0
170,Homicide,,8/15/13,2246,22,529 LOWELL ST,Address,High,40.46324539,40.46324539,,-79.90992737,-79.90992737,,,house,place,40.4632116,-79.9098738,1204,Larimer,5,HANDGUN,Firearm,,BLACK,MALE,24,1
171,Homicide,,8/27/13,27,0,7101 FRANKSTOWN AV,Address,High,40.458095,40.458095,,-79.898277,-79.898277,,,house,place,40.457949,-79.898342,1302,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,24,0
172,Homicide,,9/8/13,227,2,4501 TORLEY ST,Address,High,40.46491241,40.46491241,,-79.95046234,-79.95046234,,,house,place,40.464769,-79.950407,903,Bloomfield,5,HANDGUN,Firearm,,WHITE,MALE,56,1
173,Homicide,,9/16/13,2335,23,2407 WYLIE AV,Address,High,40.44774628,40.44774628,,-79.97315216,-79.97315216,,,house,place,40.44759875,-79.97310725,501,Middle Hill,2,HANDGUN,Firearm,,BLACK,MALE,40,1
174,Homicide,,9/16/13,2108,21,7104 MT VERNON ST,Address,High,40.46179581,40.46179581,,-79.89725494,-79.89725494,,,house,place,40.46194449,-79.89732921,1302,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,19,0
175,Homicide,,9/21/13,159,1,3174 MCCLURE AV,Address,High,40.47352219,40.47352219,,-80.03520966,-80.03520966,,,house,place,40.47357575,-80.03532362,2715,Marshall-Shadeland,1,HANDGUN,Firearm,,BLACK,MALE,40,0
176,Homicide,,10/9/13,3,0,EAST BUSWAY - HOMEWOOD AV STATION,,,,40.453085,40.453085,,-79.898748,-79.898748,,,,,,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,21,1
177,Homicide,,10/15/13,2239,22,1310 OBERLIN ST,Address,High,40.46206665,40.46206665,,-79.88973999,-79.88973999,,,house,place,40.4619732,-79.8898744,1202,Penn Hills,,HANDGUN,Firearm,,BLACK,MALE,30,0
178,Homicide,,10/18/13,102,1,520 EAST OHIO ST,Address,High,40.45383835,40.45383835,,-80.00000763,-80.00000763,,,house,place,40.45363062,-80.00023979,2304,East Allegheny,1,HANDGUN,Firearm,,BLACK,MALE,46,1
179,Homicide,,10/20/13,316,3,3443 FLEMING AV,Address,High,40.47787476,40.47787476,,-80.03881836,-80.03881836,,,house,place,40.47788775,-80.03862025,2703,Brighton Heights,1,HANDGUN,Firearm,,BLACK,MALE,37,1
180,Homicide,,10/20/13,305,3,7202 KELLY ST,Address,High,40.45542866,40.45542866,,-79.89680931,-79.89680931,,,house,place,40.4554035,-79.89686267,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,FEMALE,21,0
181,Homicide,,10/20/13,305,3,7202 KELLY ST,Address,High,40.45542866,40.45542866,,-79.89680931,-79.89680931,,,house,place,40.4554035,-79.89686267,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,27,0
182,Homicide,,11/2/13,339,3,310 E WARRINGTON AV,Address,High,40.42084122,40.42084122,,-80.00186157,-80.00186157,,,house,place,40.42095346,-80.00189976,1809,Beltzhoover,3,HANDGUN,Firearm,,BLACK,MALE,35,0
183,Homicide,,11/25/13,1546,15,1026 STONEVILLE ST,Address,High,40.45769882,40.45769882,,-79.87950134,-79.87950134,,,house,place,40.45717771,-79.87964061,1301,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,50,0
184,Homicide,,11/25/13,27,0,2548 BROWNSVILLE RD,Address,High,40.38575359,40.38575359,,-79.97886546,-79.97886546,,,house,place,40.3857658,-79.97896256,2904,Carrick,3,HANDGUN,Firearm,,WHITE,MALE,18,1
185,Homicide,,12/10/13,1048,10,1700 LETSCHE ST,Address,High,40.46176203,40.46176203,,-80.00819273,-80.00819273,,,residential,highway,40.4643977,-80.0089838,2509,Fineview,1,HANDGUN,Firearm,,BLACK,MALE,20,1
186,Homicide,,1/16/14,1836,18,7153 KEDRON ST,Address,High,40.4610405,40.4610405,,-79.89509583,-79.89509583,,,house,place,40.46117627,-79.89615538,1302,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,28,0
187,Homicide,,1/20/14,1249,12,RAPIDAN WY & VICTOR WY,RoadIntersection,High,40.4639601,40.4639601,,-79.90913004,-79.90913004,,,,,,,1204,Larimer,5,AK-47,Firearm,,BLACK,MALE,37,1
188,Homicide,,1/23/14,2025,20,4650 ROSINA WY,Address,High,40.46450056,40.46450056,,-79.95126754,-79.95126754,,,service,highway,40.4644301,-79.9510547,903,Bloomfield,5,HANDGUN,Firearm,,WHITE,FEMALE,79,1
189,Homicide,,1/23/14,1937,19,GRIMES AV & ZARA ST,RoadIntersection,High,40.41577019,40.41577019,,-79.99312006,-79.99312006,,,,,,,3001,Knoxville,3,HANDGUN,Firearm,,BLACK,MALE,36,1
190,Homicide,,1/23/14,1937,19,GRIMES AV & ZARA ST,RoadIntersection,High,40.41577019,40.41577019,,-79.99312006,-79.99312006,,,,,,,3001,Knoxville,3,HANDGUN,Firearm,,BLACK,FEMALE,36,1
191,Homicide,,2/7/14,1309,13,701 CHISLETT ST,Address,High,40.471042,40.471042,,-79.930717,-79.930717,,,house,place,40.4710532,-79.9306076,1113,East Liberty,5,HANDGUN,Firearm,,WHITE,FEMALE,38,1
192,Homicide,,2/7/14,1309,13,701 CHISLETT ST,Address,High,40.47104263,40.47104263,,-79.93071747,-79.93071747,,,house,place,40.4710532,-79.9306076,1113,East Liberty,5,HANDGUN,Firearm,,WHITE,FEMALE,44,1
193,Homicide,,2/10/14,1959,19,1233 WOODLAND AV,Address,High,40.469154,40.469154,,-80.02861,-80.02861,,,house,place,40.46926566,-80.02864027,2715,Marshall-Shadeland,1,HANDGUN,Firearm,,WHITE,MALE,66,1
194,Homicide,,3/1/14,119,1,7232 HAMILTON AV,Address,High,40.454204,40.454204,,-79.896316,-79.896316,,,house,place,40.45434982,-79.89668334,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,27,2
195,Homicide,,3/22/14,1729,17,131 ZARA ST,Address,High,40.41607285,40.41607285,,-79.98973846,-79.98973846,,,house,place,40.41595255,-79.98968549,3001,Knoxville,3,HANDGUN,Firearm,,BLACK,MALE,16,1
196,Homicide,,3/24/14,2125,21,1142 GOETTMANN ST,Address,High,40.458354,40.458354,,-79.990303,-79.990303,,,,,,,2406,Troy Hill,1,HANDGUN,Firearm,,BLACK,MALE,18,1
197,Homicide,,3/25/14,2250,22,5300 BLK BROWN WY,PopulatedPlace,Medium,40.43833923,40.43833923,,-79.99746704,-79.99746704,,,,,,,1017,Garfield,5,HANDGUN,Firearm,,BLACK,MALE,19,0
198,Homicide,,3/25/14,2250,22,5300 BLK BROWN WY,PopulatedPlace,Medium,40.43833923,40.43833923,,-79.99746704,-79.99746704,,,,,,,1017,Garfield,5,HANDGUN,Firearm,,BLACK,MALE,36,0
199,Homicide,,3/28/14,2128,21,WEBSTER AV & ORION ST,RoadIntersection,High,40.45492977,40.45492977,,-79.96192999,-79.96192999,,,,,,,506,Upper Hill,2,HANDGUN,Firearm,,BLACK,MALE,17,0
200,Homicide,,4/18/14,808,8,214 MAYFLOWER ST,Address,High,40.46191025,40.46191025,,-79.91363525,-79.91363525,,,house,place,40.46207004,-79.91362777,1208,Larimer,5,HANDGUN,Firearm,,BLACK,MALE,33,2
201,Homicide,,4/19/14,2333,23,3799 CHARTIERS AV,Address,High,40.457172,40.457172,,-80.076011,-80.076011,,,house,place,40.457941,-80.07538,2807,Windgap,6,HANDGUN,Firearm,,BLACK,MALE,24,0
202,Homicide,,4/24/14,654,6,1041 MARENA ST,Address,High,40.44685364,40.44685364,,-80.03892517,-80.03892517,,,residential,highway,40.4456964,-80.0372926,2020,Elliot,6,HANDGUN,Firearm,,BLACK,MALE,32,0
205,Homicide,,4/30/14,2225,22,5300 KINCAID ST,Address,High,40.46653032,40.46653032,,-79.93789338,-79.93789338,,,house,place,40.4665,-79.937921,1017,Garfield,5,HANDGUN,Firearm,,BLACK,,0,1
206,Homicide,,4/30/14,2225,22,5300 KINCAID ST,Address,High,40.46653032,40.46653032,,-79.93789338,-79.93789338,,,house,place,40.4665,-79.937921,1017,Garfield,5,HANDGUN,Firearm,,BLACK,FEMALE,20,1
207,Homicide,,5/3/14,2239,22,374 PENFORT ST,Address,High,40.47659799,40.47659799,,-79.99988459,-79.99988459,,,house,place,40.4766153,-79.9996424,2609,Northview Height,1,HANDGUN,Firearm,,BLACK,MALE,32,0
208,Homicide,,5/11/14,504,5,HAMILTON AV & HALE ST,RoadIntersection,High,40.45236021,40.45236021,,-79.88755032,-79.88755032,,,,,,,1304,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,38,1
209,Homicide,,5/18/14,1926,19,3333 ALLENDALE T,Address,High,40.457126,40.457126,,-80.06324,-80.06324,,,,,,,2022,Sheraden,6,HANDGUN,Firearm,,BLACK,MALE,50,0
210,Homicide,,5/28/14,2320,23,881 MEMORY LN,Address,High,40.44866413,40.44866413,,-79.98085834,-79.98085834,,,house,place,40.4491428,-79.97958206,509,Bedford Dwellings,2,HANDGUN,Firearm,,BLACK,MALE,18,0
211,Homicide,,6/1/14,138,1,1507 5TH AV,Address,High,40.43873978,40.43873978,,-79.98469543,-79.98469543,,,primary,highway,40.4468715,-79.9496369,305,Crawford-Roberts,2,HANDGUN,Firearm,,BLACK,MALE,27,0
212,Homicide,,6/3/14,1839,18,2535 CHAUNCEY DR,Address,High,40.45142546,40.45142546,,-79.97294985,-79.97294985,,,house,place,40.45134465,-79.9732176,509,Bedford Dwellings,2,HANDGUN,Firearm,,BLACK,MALE,24,2
214,Homicide,,6/23/14,2213,22,WEBSTER AV & JUNILLA ST,RoadIntersection,High,40.44961967,40.44961967,,-79.97249991,-79.97249991,,,,,,,501,Bedford Dwellings,2,HANDGUN,Firearm,,BLACK,MALE,23,2
215,Homicide,,7/4/14,1510,15,7710 TIOGA ST,Address,High,40.45077896,40.45077896,,-79.88957977,-79.88957977,,,house,place,40.45103814,-79.88975644,1304,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,30,1
218,Homicide,,7/13/14,149,1,ALLEN ST & MANTON WY,RoadIntersection,High,40.42130023,40.42130023,,-79.99374971,-79.99374971,,,,,,,1803,Allentown,3,HANDGUN,Firearm,,BLACK,MALE,44,1
219,Homicide,,7/13/14,114,1,BRUSHTON AV & CALWAY,,,,44.830329,44.830329,,-74.513512,-74.513512,,,,,,1301,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,23,0
220,Homicide,,7/16/14,2130,21,20 AMANDA AV1706,Address,High,40.420978,40.420978,,-79.988044,-79.988044,,,,,,,1706,Golden Triangle,2,HANDGUN,Firearm,,BLACK,MALE,29,0
221,Homicide,,7/17/14,1946,19,BROAD ST & N EVALINE ST,RoadIntersection,High,40.4662098,40.4662098,,-79.94083978,-79.94083978,,,,,,,1017,Garfield,5,HANDGUN,Firearm,,BLACK,MALE,18,1
222,Homicide,,7/22/14,220,2,23 MERRITT AV,Address,High,40.383586,40.383586,,-79.978553,-79.978553,,,,,,,2904,Carrick,3,SHOTGUN,Firearm,,BLACK,MALE,31,1
223,Homicide,,7/22/14,1610,16,ALBION ST & ANNAN WY,RoadIntersection,High,40.45268007,40.45268007,,-79.89666983,-79.89666983,,,,,,,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,39,0
224,Homicide,,7/30/14,1440,14,385 PENFORT ST,Address,High,40.476771,40.476771,,-79.99984838,-79.99984838,,,residential,highway,40.4737208,-80.0029178,2609,Northview Height,1,HANDGUN,Firearm,,BLACK,MALE,19,0
225,Homicide,,7/31/14,925,9,7313 BENNETT ST,Address,High,40.4559242,40.4559242,,-79.89408955,-79.89408955,,,house,place,40.45596305,-79.89408006,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,48,0
226,Homicide,,8/1/14,108,1,137 HAZLETT ST,Address,High,40.4771512,40.4771512,,-80.00154488,-80.00154488,,,house,place,40.4764642,-80.00266932,2609,Northview Height,1,HANDGUN,Firearm,,BLACK,MALE,21,1
227,Homicide,,8/2/14,114,1,PENN AV & 28TH ST,RoadIntersection,High,40.45686029,40.45686029,,-79.97560993,-79.97560993,,,,,,,203,Strip District,2,HANDGUN,Firearm,,BLACK,MALE,40,1
228,Homicide,,8/4/14,220,2,PENFORT ST & ESSEN ST,RoadIntersection,High,40.47317541,40.47317541,,-80.00284862,-80.00284862,,,,,,,2609,Northview Height,1,HANDGUN,Firearm,,BLACK,MALE,33,0
229,Homicide,,8/21/14,2207,22,7328 SUSQUEHANNA ST,Address,High,40.45241165,40.45241165,,-79.89552307,-79.89552307,,,house,place,40.4527596,-79.89609445,1303,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,18,0
230,Homicide,,8/22/14,1520,15,931 CHEROKEE ST,Address,High,40.4507637,40.4507637,,-79.95815277,-79.95815277,,,house,place,40.45088689,-79.95881323,506,Upper Hill,2,HANDGUN,Firearm,,BLACK,FEMALE,34,0
232,Homicide,,9/11/14,1502,15,4041 PERRYSVILLE AV,Address,High,40.491744,40.491744,,-80.021141,-80.021141,,,house,place,40.4918099,-80.0210745,2602,Perry North,1,HANDGUN,Firearm,,BLACK,MALE,19,0
233,Homicide,,9/17/14,1757,17,7340 HERMITAGE ST,Address,High,40.45912552,40.45912552,,-79.89144135,-79.89144135,,,house,place,40.45941338,-79.89213634,1302,Homewood North,5,HANDGUN,Firearm,,BLACK,MALE,47,0
234,Homicide,,9/21/14,2219,22,1417 N LANG AV,Address,High,40.46229109,40.46229109,,-79.8976133,-79.8976133,,,house,place,40.46227602,-79.89767071,1301,Homewood North,5,RIFLE,Firearm,,BLACK,MALE,23,0
235,Homicide,,9/28/14,404,4,213 RADCLIFFE ST,Address,High,40.46258545,40.46258545,,-80.05497742,-80.05497742,,,house,place,40.46248628,-80.05535217,2017,Esplen,6,HANDGUN,Firearm,,BLACK,MALE,33,1
236,Homicide,,10/4/14,2143,21,5601 PENN AV,Address,High,40.463752,40.463752,,-79.929504,-79.929504,,,house,place,40.4635333,-79.9296606,1115,East Liberty,5,HANDGUN,Firearm,,BLACK,MALE,18,1
238,Homicide,,10/8/14,718,7,523 MORGAN ST,Address,High,40.44826889,40.44826889,,-79.96739197,-79.96739197,,,house,place,40.44880854,-79.96759001,501,Middle Hill,2,HANDGUN,Firearm,,BLACK,MALE,17,0
239,Homicide,,10/11/14,829,8,612 HALE ST,Address,High,40.45268631,40.45268631,,-79.88716125,-79.88716125,,,house,place,40.45257373,-79.88733782,1304,Homewood South,5,HANDGUN,Firearm,,BLACK,MALE,35,1
240,Homicide,,10/11/14,2108,21,W WARRINGTON AV & BOGGSTON AV,RoadIntersection,High,40.42004026,40.42004026,,-80.00791982,-80.00791982,,,,,,,1809,Mount Washington,3,HANDGUN,Firearm,,BLACK,MALE,40,0
241,Homicide,,10/13/14,656,6,11 BIRMINGHAM AV,Address,High,40.4024086,40.4024086,,-79.98889923,-79.98889923,,,house,place,40.40228496,-79.98917806,2902,Carrick,3,HANDGUN,Firearm,,BLACK,MALE,29,0
242,Homicide,,10/13/14,1152,11,835 JOHNSTON AV,Address,High,40.40616319,40.40616319,,-79.9305287,-79.9305287,,,house,place,40.40627318,-79.93130518,1504,Glen Hazel,4,HANDGUN,Firearm,,BLACK,MALE,22,0
243,Homicide,,10/14/14,1532,15,1026 LAKEWOOD ST,Address,High,40.445858,40.445858,,-80.03951263,-80.03951263,,,house,place,40.445805,-80.0396886,2020,Elliot,6,HANDGUN,Firearm,,BLACK,MALE,44,3
244,Homicide,,10/24/14,142,1,134 STEUBEN ST,Address,High,40.44250488,40.44250488,,-80.03395844,-80.03395844,,,house,place,40.4423188,-80.03387738,2019,West End,6,HANDGUN,Firearm,,BLACK,MALE,25,0
245,Homicide,,10/25/14,1123,11,3500 HOWLEY ST,Address,High,40.46295561,40.46295561,,-79.96086113,-79.96086113,,,house,place,40.462925,-79.960874,603,Lower Lawrenceville,2,HANDGUN,Firearm,,BLACK,MALE,34,1
246,Homicide,,11/17/14,20,0,2758 GLEN MAWR ST,Address,High,40.454624,40.454624,,-80.05046,-80.05046,,,,,,,2018,Sheraden,6,HANDGUN,Firearm,,BLACK,MALE,17,0
247,Homicide,,11/17/14,813,8,2766 ZEPHYR AV,Address,High,40.454277,40.454277,,-80.051246,-80.051246,,,house,place,40.45381167,-80.05097244,2018,Sheraden,6,HANDGUN,Firearm,,BLACK,MALE,18,0
248,Homicide,,12/1/14,1330,13,1346 MANNING ST,Address,High,40.4685173,40.4685173,,-79.89714813,-79.89714813,,,house,place,40.468425,-79.89725,1203,Lincoln-Lemington-Belmar,5,HANDGUN,Firearm,,BLACK,MALE,26,0
250,Homicide,,12/9/14,1729,17,950 WOODLOW ST,Address,High,40.44658661,40.44658661,,-80.05207062,-80.05207062,,,house,place,40.446644,-80.051649,2814,Crafton Heights,6,HANDGUN,Firearm,,BLACK,MALE,22,0
251,Homicide,,12/13/14,2149,21,610 SINGER PL,Address,High,40.45152664,40.45152664,,-79.88312531,-79.88312531,,,house,place,40.45313824,-79.88287373,1306,East Hills,5,HANDGUN,Firearm,,BLACK,MALE,18,0
252,Homicide,,12/13/14,737,7,924 TAFT AV,Address,High,40.41430283,40.41430283,,-80.00653839,-80.00653839,,,house,place,40.41476881,-80.00688496,1809,Beltzhoover,3,HANDGUN,Firearm,,BLACK,MALE,22,0
253,Homicide,,12/16/14,2300,23,1504 LINCOLN AV,Address,High,40.46863174,40.46863174,,-79.89564514,-79.89564514,,,house,place,40.4688439,-79.89573695,1202,Lincoln-Lemington-Belmar,5,HANDGUN,Firearm,,BLACK,MALE,32,0
254,Homicide,,12/17/14,1457,14,4801 STANTON AV,Address,High,40.48036046,40.48036046,,-79.93401624,-79.93401624,,,house,place,40.4815267,-79.93329691,1018,Stanton Heights,5,HANDGUN,Firearm,,BLACK,MALE,20,0
255,Homicide,,12/24/14,1141,11,N MURTLAND ST & FELICIA WY,RoadIntersection,High,40.45801029,40.45801029,,-79.90128994,-79.90128994,,,,,,,1207,Homewood West,5,HANDGUN,Firearm,,BLACK,MALE,23,2
256,Homicide,,12/27/14,618,6,132 DOVE WY,RoadBlock,Medium,40.41473007,40.41473007,,-79.99059296,-79.99059296,,,service,highway,40.4147553,-79.9900836,3001,Knoxville,3,HANDGUN,Firearm,,BLACK,FEMALE,43,0
257,Homicide,,1/2/15,1444,14,MANHATTAN ST & PENNSYLVANIA AV,RoadIntersection,High,40.45401983,40.45401983,,-80.02632983,-80.02632983,,,,,,,2107,Manchester,1,HANDGUN,Firearm,RETALIATION,BLACK,MALE,19,0
258,Homicide,,1/4/15,127,1,3204 MCCLURE AV,Address,High,40.474258,40.474258,,-80.034622,-80.034622,,,house,place,40.47417482,-80.03474241,2703,Marshall-Shadeland,1,HANDGUN,Firearm,UNINTENDED TARGET,BLACK,MALE,22,1
260,Homicide,,1/20/15,1202,12,7201 FRANKSTOWN AV,Address,High,40.457519,40.457519,,-79.896102,-79.896102,,,house,place,40.457441,-79.896112,1302,Homewood North,5,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,53,0
261,Homicide,,1/29/15,1358,13,230 N CRAIG ST,Address,High,40.45125961,40.45125961,,-79.95121765,-79.95121765,,,primary,highway,40.4558897,-79.9544854,507,North Oakland,4,HANDGUN,Firearm,DOMESTIC,ASIAN,FEMALE,26,1
262,Homicide,,1/29/15,300,3,HABERMAN AV & INDUSTRY ST,RoadIntersection,High,40.4206498,40.4206498,,-80.00246018,-80.00246018,,,,,,,1809,Beltzhoover,3,HANDGUN,Firearm,DISPUTE / GANG,BLACK,MALE,23,0
263,Homicide,,2/16/15,2352,23,7232 HAMILTON AV,Address,High,40.454204,40.454204,,-79.896316,-79.896316,,,house,place,40.45434982,-79.89668334,1303,Homewood South,5,HANDGUN,Firearm,FIGHT,BLACK,MALE,24,4
264,Homicide,,3/3/15,1919,19,N LANG AV & UPLAND ST,RoadIntersection,High,40.46274783,40.46274783,,-79.89749263,-79.89749263,,,,,,,1301,Homewood North,5,HANDGUN,Firearm,DRUG DEAL,BLACK,MALE,23,0
265,Homicide,,3/21/15,325,3,19 COURTRIGHT ST,Address,High,40.47567749,40.47567749,,-80.03192139,-80.03192139,,,residential,highway,40.4753943,-80.0321342,2715,Marshall-Shadeland,1,HANDGUN,Firearm,ACCIDENTAL DISCHARGE,BLACK,FEMALE,25,1
266,Homicide,,4/5/15,1720,17,DINWIDDIE ST & WICK ST,RoadIntersection,High,40.44119549,40.44119549,,-79.98054701,-79.98054701,,,,,,,305,Crawford-Roberts,2,HANDGUN,Firearm,DISPUTE / GANG,BLACK,MALE,20,0
